timestamp,value
1739913265.9896598,0.004669445535752422
1739913266.1984282,0.0046896217822815275
1739913266.3952239,0.005330044058804144
1739913266.6019,0.005328066642292204
1739913266.7992265,0.005342606994029033
1739913266.9952164,0.005474914604239328
1739913267.1932385,0.005399291946307632
1739913267.398907,0.005261184593455672
1739913267.5952086,0.005094601186022854
1739913267.8052108,0.004662864167155191
1739913267.9992042,0.004746132783544724
1739913268.1952379,0.004654111162577249
1739913268.4040873,0.004568743424249264
1739913268.599477,0.0045680889866736235
1739913268.7939718,0.004599152204759675
1739913269.0040872,0.004942475474094368
1739913269.189999,0.00486928862112591
1739913269.3951957,0.005401242991867686
1739913269.6012528,0.0052934189584939425
1739913269.7957945,0.005287111452650373
1739913269.990485,0.005484338523260816
1739913270.1994398,0.005152056064325913
1739913270.39948,0.00541460037646366
1739913270.5949907,0.005142422620073807
1739913270.8042479,0.005400959098917691
1739913270.9996877,0.0052357165172799
1739913271.195166,0.00525039007990645
1739913271.3902352,0.005598908898645384
1739913271.5991604,0.005346474653910891
1739913271.795158,0.005739610734380545
1739913271.9775503,0.0055778512924670965
1739913272.1991527,0.005918923124819817
1739913272.3916829,0.006173554833248597
1739913272.5823698,0.0056502794625623515
1739913272.7855585,0.005735687091334166
1739913272.9862041,0.005616375779221607
1739913273.1845884,0.005519326226245026
1739913273.3861635,0.0052479964507641565
1739913273.5957828,0.0047807003216106085
1739913273.7886794,0.004596697563513389
1739913273.9990551,0.004263485165440654
1739913274.1911476,0.004330243178717851
1739913274.3877738,0.004207034591732229
1739913274.5999947,0.004228164585695359
1739913274.7944756,0.004235159896234452
1739913274.978184,0.003946652489311492
1739913275.1971579,0.004133570810743002
1739913275.383794,0.004153347042605121
1739913275.5882711,0.00431146813873421
1739913275.788034,0.004476882887145426
1739913275.9799345,0.004387307289606903
1739913276.1923606,0.004722312535324367
1739913276.4003875,0.004819143909041035
1739913276.5934093,0.00475812696360318
1739913276.7836542,0.0049522489994306695
1739913276.9901743,0.0048384109815054815
1739913277.1949599,0.004832591645313002
1739913277.38553,0.005001675897597544
1739913277.5933485,0.004906067288320686
1739913277.7811992,0.004893954897350669
1739913277.9884808,0.004905291019135255
1739913278.189393,0.0049761901078353215
1739913278.3800051,0.004927139423149997
1739913278.586944,0.004902620300294745
1739913278.7882328,0.004971313059278133
1739913278.9942849,0.004796267245181652
1739913279.1907883,0.004974219239198642
1739913279.3893912,0.004831896196300439
1739913279.580548,0.005185440371469986
1739913279.782042,0.005167747383004298
1739913279.9724574,0.005290417027517732
1739913280.1936176,0.005412456333496536
1739913280.3813987,0.005145219974220314
1739913280.572171,0.0053436307554599344
1739913280.7946067,0.005362789006694873
1739913280.9898362,0.005047279915261756
1739913281.1734524,0.005143231317640361
1739913281.391674,0.004647666659530064
1739913281.581964,0.004765603028821602
1739913281.7730029,0.004701245966521833
1739913281.9927979,0.004566586927514522
1739913282.183577,0.004725529973391172
1739913282.3745315,0.004558197619597314
1739913282.5927196,0.004740320070111271
1739913282.7838988,0.004830179546435491
1739913282.9708993,0.004686268453379975
1739913283.1926906,0.0047204314393972865
1739913283.383922,0.004571565393196263
1739913283.5699804,0.004696873044051781
1739913283.792774,0.0046650185945724945
1739913283.9810076,0.004756089403179434
1739913284.1728854,0.004697034317234984
1739913284.3943055,0.004784397816840716
1739913284.5792387,0.004945420559018315
1739913284.802606,0.004903298008020058
1739913284.9929705,0.004864390701586312
1739913285.179241,0.004930866467990145
1739913285.3855824,0.004862726070513291
1739913285.5899367,0.004539336973927775
