timestamp,value
1739914255.4388387,0.368273254287791
1739914255.4704342,0.36611224102548023
1739914255.528054,0.36397702646589675
1739914255.547898,0.3619107730720316
1739914255.589663,0.3599471477914945
1739914255.637532,0.3581052499239554
1739914255.6689262,0.3563886663959197
1739914255.7161775,0.3547878525325417
1739914255.7636042,0.353296233646972
1739914255.7954977,0.35186875970379156
1739914255.8431232,0.3504687139996406
1739914255.882241,0.34905976213134987
1739914255.9142554,0.34760464032158594
1739914255.9643168,0.34606642160710555
1739914256.0002809,0.3444100173173221
1739914256.0361292,0.34260313400887354
1739914256.0838883,0.3406180287290478
1739914256.12655,0.33843059217462607
1739914256.1580057,0.3360198612145466
1739914256.1896868,0.3334100717593393
1739914256.2370124,0.330579791701813
1739914256.2687104,0.32753783655646457
1739914256.319843,0.32430529005611974
1739914256.3691328,0.3209167088626911
1739914256.3990078,0.31741966509448083
1739914256.4380503,0.31387463094891327
1739914256.4854522,0.31035277810823775
1739914256.517164,0.3069327684160226
1739914256.548653,0.30369523871274456
1739914256.596688,0.3007185152130408
1739914256.6384764,0.298103728459334
1739914256.6711752,0.295897306670198
1739914256.717933,0.29414378186417733
1739914256.7498944,0.2928681576762001
1739914256.797489,0.2920747342879026
1739914256.8451118,0.2917505356327483
1739914256.8794782,0.29186740419760077
1739914256.9205391,0.2923629729181691
1739914256.963924,0.2931984381325285
1739914256.9958606,0.29431493076229354
1739914257.0434322,0.29564984226225616
1739914257.075252,0.2971396047683236
1739914257.1186116,0.298720855816182
1739914257.1634762,0.300333418439795
1739914257.2004445,0.30192083665476244
1739914257.2323864,0.30343095485867927
1739914257.2801504,0.30481682407584115
1739914257.32769,0.306039185019912
1739914257.3595018,0.307068536410051
1739914257.4008577,0.3078861235577784
1739914257.448575,0.30848465435032446
1739914257.4646537,0.30886907127733215
1739914257.5123844,0.3090571324123704
1739914257.5598915,0.30907695415482056
1739914257.591866,0.3089647625181524
1739914257.639341,0.3087603812363035
1739914257.6884503,0.3085062582083419
1739914257.7137873,0.3082567199863798
1739914257.7614763,0.30805002745314264
1739914257.7932718,0.3079258304466903
1739914257.8249948,0.3079155669762829
1739914257.883467,0.3080435785018114
1739914257.9180715,0.30832834329049935
1739914257.949823,0.3087819744017844
1739914257.9973195,0.3094106265196245
1739914258.0452623,0.310213386970412
1739914258.0778728,0.3111864640928108
1739914258.1097667,0.3123199175933008
1739914258.1573608,0.31359665232386585
1739914258.1896794,0.31496694273844017
1739914258.2334023,0.3164124349777075
1739914258.2811725,0.31789610901613174
1739914258.3128836,0.31937810144100026
1739914258.363626,0.32081811142870403
1739914258.402447,0.3221770157805616
1739914258.4343274,0.32341865504888156
1739914258.482166,0.32451193482121343
1739914258.526958,0.32542993193271375
1739914258.5585048,0.3261491817744759
1739914258.5904036,0.32665196293886084
1739914258.6386478,0.32692806967704807
1739914258.6703541,0.3269721859644853
1739914258.7178588,0.3267841120825137
1739914258.76215,0.32636942945065855
1739914258.7942138,0.32574151262143003
1739914258.8420804,0.32491599264099197
1739914258.8814287,0.32391435599747137
1739914258.9136195,0.3227611979255633
1739914258.9516234,0.32148522973843247
1739914258.9993188,0.32011912050093105
1739914259.0313356,0.3186994771820118
1739914259.0786521,0.31726448767946785
1739914259.1266236,0.31585153497256674
1739914259.158199,0.3144682756385973
1739914259.1899035,0.3131533431242525
1739914259.2371302,0.3119295904776396
1739914259.2781725,0.3108160436826025
1739914259.3138049,0.30982425897177984
1739914259.3675973,0.30896062860817214
1739914259.3979433,0.30822702726999995
1739914259.4311335,0.30762254041931186
1739914259.476648,0.3070315885376447
1739914259.5085163,0.3065319167460584
1739914259.5563483,0.3061322803919686
1739914259.6036115,0.3058280253482176
1739914259.6353772,0.30561643383531484
1739914259.6830504,0.30549531884965414
1739914259.7149558,0.30546384363734597
1739914259.7469215,0.30553153109592224
1739914259.8184626,0.30571870390187394
1739914259.8197777,0.3060242118134787
1739914259.8763168,0.3064768620986548
1739914259.9081156,0.3070970909014046
1739914259.9399562,0.30790444464839195
1739914259.987398,0.3089161373959861
1739914260.0348418,0.3101437277312576
1739914260.0668066,0.31159138599194236
1739914260.1143525,0.3132552606060444
1739914260.1623127,0.31512273523474654
1739914260.1940448,0.3171769324723617
1739914260.2258594,0.31939428096438083
1739914260.274062,0.3217449277266584
1739914260.305471,0.32419375550196833
